Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,Section
ITA-4.5.6,Differential diagnosis upheld by positive treatment response,Signs and symptoms of improvement signifying alleviation of the disease or condition.,upaśayaḥ,उपशयः,,,"Unknown"
ITA-4.5.7,Types of therapeutic diagnosis,Different categories of alleviating factor used in the trial-and-error method of diagnosis.,upaśayabhedaḥ,उपशयभेदः,,,"Unknown"
ITA-4.5.8,Antagonistic to etiology,"The judicious use of medicines, regimens and dietetics that are antagonistic to the etiology of the disease or condition.",hetuviparītaḥ,हेतुविपरीतः,,,"Unknown"
ITA-4.5.9,Antagonistic to disease,"The judicious use of medicines, regimens and dietetics that are antagonistic to the nature of the disease or condition itself.",vyādhiviparītaḥ,व्याधिविपरीतः,,,"Unknown"
ITA-4.5.10,Antagonistic to etiology and disease,"The judicious use of medicines, regimens and dietetics that are antagonistic to both the etiology and disease itself.",hetuvyādhiviparītaḥ,हेतुव्याधिविपरीतः,,,"Unknown"
ITA-4.5.11,Treatment with interventions known to be cause of disease,,viparītārthakārī,विपरीतार्थकारी,,,"Unknown"
ITA-4.5.12,Treatment with interventions similar to disease etiology,"The judicious use of medicines, regimens and dietetics that are similar to the etiology of the disease or condition, but capable of providing relief.",hetuviparītārthakārī,हेतुविपरीतार्थकारी,,,"Unknown"
ITA-4.5.13,Treatment with interventions usually considered to be disease-aggravating factors,"The judicious use of medicines, regimens and dietetics that are known to aggravate the signs and symptoms of the disease or condition temporarily but can provide relief from the disease itself.",vyādhiviparītārthakārī,व्याधिविपरीतार्थकारी,,,"Unknown"
ITA-4.5.14,Treatment with interventions similar to disease etiology as well as disease aggravating factors,"The judicious use of medicines, regimens and dietetics that are similar to both the etiology and disease, but capable of providing relief.",hetuvyādhi viparītārthakārī,हेतुव्याधिविपरीतार्थकारी,,,"Unknown"
ITA-4.5.15,Differential diagnosis upheld by negative treatment response,Signs and symptoms of aggravation signifying ineffective intervention of diet and medicines. This is one of the diagnostic tools when a disease or condition cannot be interpreted merely by its clinical features.,anupaśayaḥ,अनुपशयः,,,"Unknown"
ITA-4.5.16,Evolution or natural course of disease,"The sequence of events from etiology to manifestation of a disease, which is classified into six stages.","samprāptiḥ, jātiḥ, āgatiḥ","सम्प्राप्तिः, जातिः, आगतिः",,,"Unknown"
ITA-4.5.17,Classification of pathogenesis,,samprāptibhedaḥ,सम्प्राप्तिभेदः,,,"Unknown"
ITA-4.5.18,Number of subtypes of pathogenesis,Number of pathogenesis subtypes characteristic of a disease or condition.,saṅkhyāsamprāptiḥ,सङ्ख्यासम्प्राप्तिः,,,"Unknown"
ITA-4.5.19,Significance-based pathogenesis,Pathogenesis subclassification based on the primary or secondary ailment.,Prādhānyasamprāptiḥ,प्राधान्यसम्प्राप्तिः,,,"Unknown"
ITA-4.5.20,Classification-based pathogenesis,"Pathogenesis subclassification based on various prognostic aspects such as whether a disease or condition can be classified as easily curable, incurable or difficult to cure.",vidhisamprāptiḥ,विधिसम्प्राप्तिः,,,"Unknown"
ITA-4.5.21,Fraction-specific pathogenesis,Pathogenesis subclassification based on which one or fraction of the three dosha predominates.,vikalpasamprāptiḥ,विकल्पसम्प्राप्तिः,,,"Unknown"
ITA-4.5.22,Intensity-specific pathogenesis,Pathogenesis subclassification based on the strength of the disease or condition.,balasamprāptiḥ,बलसम्प्राप्तिः,,,"Unknown"
ITA-4.5.23,Time-specific pathogenesis,A pathogenesis subclassification based on the time of occurrence or aggravation of the disease or condition.,kālasamprāptiḥ,कालसम्प्राप्तिः,,,"Unknown"
ITA-4.5.24,Complication,"A factor, event or condition complicating a disease or condition.",upadravaḥ,उपद्रवः,,,"Unknown"
ITA-4.5.25,Adverse event,A harmful or prejudicial event occurring during a therapeutic intervention.,vyāpad,व्यापद्,,,"Unknown"
ITA-4.5.26,Patient-related adverse event,An adverse event due to insufficient adherence to the treatment regimen by the patient.,āturanimittajaḥ,आतुरनिमित्तजः,,,"Unknown"
ITA-4.5.27,Physician-related adverse event,An adverse event due to an act of negligence or omission specifically committed by the treating physician.,bhiṣaṅnimittajaḥ,भिषङ्निमित्तजः,,,"Unknown"
ITA-4.5.28,Treatment-related adverse event,An adverse event due to an inappropriate or inadequate treatment.,bheṣajanimittajaḥ,भेषजनिमित्तजः,,,"Unknown"
ITA-4.5.29,Sign or symptom of impending death,The presence of ominous signs and symptoms indicative of a poor prognosis or impending death.,ariṣṭalakṣaṇam,अरिष्टलक्षणम्,,,"Unknown"
ITA-4.6.1,Disease stage,The different stages or phases of a disease or condition.,rogāvasthā,रोगावस्था,,,"Unknown"
ITA-4.6.2,"Ama, a state of incomplete digestion, transformation or metabolism","A transient state of the body wherein the digestive, metabolic processes come to a standstill and do not further transform to end products, by-products or waste products. This standstill leads to various changes in the body such as blockade of channels, excess secretions, unusual accumulation of waste materials, slowing down of movements and catabolic processes. It presents with the following generic symptoms: loss of strength, heaviness, laziness, tastelessness or altered taste, and exhaustion even without physical or mental exertion. The ","ama phase is an initial stage of almost all disorders, e.g. fever or diarrhoea, which arises due to vitiation of endogenous factors: dosha, fundamental structural components and excretory products. Physiologically, the ",ama phase denotes early digestion of food in the stomach.,"आम, आमावस्था",,"Unknown"
ITA-4.6.3,"State of active digestion, and transformation of ama",An intermediary stage of active digestion and transformation of ,ama leading to the next non-ama state. This can be a state of natural disease progression or may have to be induced by intervention to mitigate the pathology and treat the condition. Physiologically it is the state of active digestion of food in the intestines.,pacyamānāvasthā,पच्यमानावस्था,,"Unknown"
ITA-4.6.4,Ripened stage of dosha,The transformative phase in the course of a disease or wound indicating a post-inflammatory or suppurative condition.,pakvāvasthā,पक्वावस्था,,,"Unknown"
ITA-4.6.5,Transformative stage devoid of ama pathology,The state when ,ama is converted either under the effect of time or by therapeutic measures.,nirāmāvasthā,निरामावस्था,,"Unknown"
ITA-4.6.6,Stages of disease manifestation and management,A comprehensive term for the six prominent stages in disease management indicating the stepwise progression of its pathogenesis.,kriyākālaḥ/ṣaṭkriyākālaḥ,क्रियाकालः/षट्क्रियाकालः,,,"Unknown"
ITA-4.6.7,Stage of a dosha increasing in its own location,"The first stage of disease manifestation, when ",dosha increases in its own place or site.,sañcayaḥ,सञ्चयः,,"Unknown"
ITA-4.6.8,Stage of a dosha reaching the threshold,"The second stage of disease manifestation, when ",dosha increases to reach the threshold at its own location. This term may also indicate physiological aggravation of ,dosha.,prakopaḥ,प्रकोपः,"Unknown"
ITA-4.6.9,Stage of a dosha spreading beyond its own location,"The third stage of disease manifestation, when aggravated ",dosha migrates outside its own location.,prasaraḥ,प्रसरः,,"Unknown"
ITA-4.6.10,Stage of a dosha localizing outside its location,"The fourth stage of disease manifestation, when aggravated and migrant ",dosha lodges in a different location from its original one and gives rise to prodromal symptoms.,sthānasamśrayaḥ,स्थानसंश्रयः,,"Unknown"
ITA-4.6.11,Stage of clinical manifestation of a disease,"The fifth stage of disease manifestation, when a disease or condition becomes clinically manifest.",vyaktiḥ,व्यक्तिः,,,"Unknown"
ITA-4.6.12,Stage of disease developing into subtypes or leading to complications,The sixth stage of disease manifestation ,"kālaḥ, when the established disease or condition differentiates into subtypes based on dosha and which may signal complications.",bhedaḥ,भेदः,,"Unknown"
ITA-4.7.1,Patient examination,,rogīparīkṣā,रोगीपरीक्षा,,,"Unknown"
ITA-4.7.2,Standard three-component examination,Examination of the patient by observation (,"darshana), palpation (sparshana) and interview (prashna).","trividhaparīkṣā (darśana, sparśana, praśna)","त्रिविधपरीक्षा (दर्शन, स्पर्शन, प्रश्न)",,"Unknown"
ITA-4.7.3,Six ways of clinical examination,Examination of a patient based on analysis of information acquired by the physician using his or her five senses and by interview.,ṣaḍvidhaparīkṣā,षड्विधपरीक्षा,,,"Unknown"
ITA-4.7.4,Eight methods of clinical examination,Clinical examination of eight domains: 1. pulse; 2. urine; 3. excreta; 4. tongue; 5. voice and other body-sounds such as breathing and heart; 6. tactile examination; 7. eyes and eyesight; 8. build and appearance.,aṣṭasthānaparīkṣā,अष्टस्थानपरीक्षा,,,"Unknown"
ITA-4.7.5,Ten domains of clinical examination,Tenfold clinical examination: 1. individual constitution; 2. morbidity; 3. excellence of structural components; 4. compactness of tissues or organs; 5. measurement of body constituents; 6. homologation; 7. psychic condition; 8. power of food intake and digestion; 9. power of performing exercise; 10. age.,daśavidhaparīkṣā,दशविधपरीक्षा,,,"Unknown"
ITA-4.8.1,Obstructive pathology,A complete or partial obstruction in the body channels leading to their malfunctioning.,srotorodhaḥ,स्रोतोरोधः,,,"Unknown"
