Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,
ITA-4.6.8,Stage of a dosha reaching the threshold,"The second stage of disease manifestation, when ",dosha increases to reach the threshold at its own location. This term may also indicate physiological aggravation of ,dosha.,prakopaḥ,प्रकोपः
ITA-4.6.9,Stage of a dosha spreading beyond its own location,"The third stage of disease manifestation, when aggravated ",dosha migrates outside its own location.,prasaraḥ,प्रसरः,
ITA-4.6.10,Stage of a dosha localizing outside its location,"The fourth stage of disease manifestation, when aggravated and migrant ",dosha lodges in a different location from its original one and gives rise to prodromal symptoms.,sthānasamśrayaḥ,स्थानसंश्रयः,
ITA-4.6.11,Stage of clinical manifestation of a disease,"The fifth stage of disease manifestation, when a disease or condition becomes clinically manifest.",vyaktiḥ,व्यक्तिः,,
ITA-4.6.12,Stage of disease developing into subtypes or leading to complications,The sixth stage of disease manifestation ,"kālaḥ, when the established disease or condition differentiates into subtypes based on dosha and which may signal complications.",bhedaḥ,भेदः,
ITA-4.7.1,Patient examination,,rogīparīkṣā,रोगीपरीक्षा,,
ITA-4.7.2,Standard three-component examination,Examination of the patient by observation (,"darshana), palpation (sparshana) and interview (prashna).","trividhaparīkṣā (darśana, sparśana, praśna)","त्रिविधपरीक्षा (दर्शन, स्पर्शन, प्रश्न)",
ITA-4.7.3,Six ways of clinical examination,Examination of a patient based on analysis of information acquired by the physician using his or her five senses and by interview.,ṣaḍvidhaparīkṣā,षड्विधपरीक्षा,,
ITA-4.7.4,Eight methods of clinical examination,Clinical examination of eight domains: 1. pulse; 2. urine; 3. excreta; 4. tongue; 5. voice and other body-sounds such as breathing and heart; 6. tactile examination; 7. eyes and eyesight; 8. build and appearance.,aṣṭasthānaparīkṣā,अष्टस्थानपरीक्षा,,
ITA-4.7.5,Ten domains of clinical examination,Tenfold clinical examination: 1. individual constitution; 2. morbidity; 3. excellence of structural components; 4. compactness of tissues or organs; 5. measurement of body constituents; 6. homologation; 7. psychic condition; 8. power of food intake and digestion; 9. power of performing exercise; 10. age.,daśavidhaparīkṣā,दशविधपरीक्षा,,
ITA-4.8.1,Obstructive pathology,A complete or partial obstruction in the body channels leading to their malfunctioning.,srotorodhaḥ,स्रोतोरोधः,,
ITA-4.8.2,Functional alteration of body channels,A functional and/or structural alteration of the body channels leading to a pathological process.,srotovaiguṇyam,स्रोतोवैगुण्यम्,,
ITA-4.8.3,Functional alteration of body channels,A structural and/or functional alteration of the body channels due to vitiated ,dosha or ama.,srotoduṣṭihetuḥ,स्रोतोदुष्टिहेतुः,
ITA-4.8.4,Types of body channel deformities,The various types of the deformity affecting the body channels.,srotoduṣṭiprakāraḥ,स्रोतोदुष्टिप्रकारः,,
ITA-4.8.5,Body channel dysfunction involving excess activity,Excessive activity with increase and overflow of contents in the body channels.,atipravṛttiḥ,अतिप्रवृत्तिः,,
ITA-4.8.6,Body channel dysfunction involving obstruction,Obstruction of the body channels with restriction of movement; sometimes resulting in the formation of a collateral pathway.,saṅgaḥ,सङ्गः,,
ITA-4.8.7,Body channel dysfunction involving displacement of contents,Diversion to the flow of the contents and movement in the wrong body channels.,vimārgagamanam,विमार्गगमनम्,,
ITA-4.8.8,Body channel dysfunction involving bulging or growth,Occurrence of a knot-like or nodular growth in the lumen of the body channels.,sirāgranthiḥ,सिराग्रन्थिः,,
ITA-4.8.9,Coexistence of aggravated three dosha,Simultaneous or stagewise involvement of all three aggravated ,dosha in the pathogenesis of a disease.,sannipātaḥ,सन्निपातः,
ITA-4.8.10,"Group of diseases, comorbidity",The simultaneous appearance of two or more illnesses.,rogānīkaḥ,रोगानीकः,,
ITA-4.8.11,Disease pathogenesis and manifestation,The site of origin of the pathogenesis and/or manifestation of a disease or condition.,rogādhiṣṭhānam,रोगाधिष्ठानम्,,
ITA-4.8.12,Vitiated dosha lying dormant,A state in which vitiated ,"dosha remains dormant (concealed) in the body conduits. In this state, the ",dosha remains primed to cause diseases when circumstances are favourable.,līnadoṣāvasthā,लीनदोषावस्था
ITA-4.8.13,Displaced dosha,Aggravated dosha which has migrated or been relocated from its original site. Synonym: ,āgantu-dosha.,sthānāntaragatadoṣaḥ,स्थानान्तरगतदोषः,
ITA-4.8.14,Correctly located dosha,Dosha residing in its own place.,sthānikadoṣaḥ,स्थानिकदोषः,,
ITA-4.8.15,Disease symptoms in accord with dosha,A disease or condition due to coexistence of aggravated three ,"dosha, in which dosha dominance can be understood based on symptoms.",prakṛtisamasamavetasannipātajarogaḥ,प्रकृतिसमसमवेतसन्निपातजरोगः,
ITA-4.8.16,Disease symptoms in discord with dosha,A disease or condition due to coexistence of aggravated three ,"dosha, in which dosha dominance cannot be understood based on symptoms.",vikṛtiviṣamasamavetasannipātajarogaḥ,विकृतिविषमसमवेतसन्निपातजरोगः,
ITA-4.8.17,"Normal state, normalcy","The state of being normal in every respect, without deviation from or derangement of the normal state, function or quality.",prakṛtiḥ,प्रकृतिः,,
ITA-4.8.18,Abnormal state,"Not typical, usual or regular; differing in any way from the normal state, structure or condition.",vikṛtiḥ,विकृतिः,,
ITA-4.8.19,Movement of dosha,"When it is not physiological, the movement of ",dosha within the body is a pathogenic mechanism which results in the manifestation of disease in different tracts.,doṣagatiḥ,दोषगतिः,
ITA-4.8.20,Transit destinations of dosha,Spread or migration of vitiated ,dosha.,sañcārasthānam,सञ्चारस्थानम्,
ITA-4.8.21,Shifting of dosha from gut to structural components,Physiological or pathological movements of ,dosha towards the structural components. Diseases become manifest when the vitiated ,dosha gets dislodged in structural components.,śākhāgatiḥ,शाखागतिः
ITA-4.8.22,Shifting of dosha,A movement of ,"dosha towards the vital parts, including the head and various junctures and junctions of the body.",madhyamagatiḥ,मध्यमगतिः,
ITA-4.8.23,Dosha associated with ama,,Dosha associated with ama undergoes qualitative and functional alterations and becomes capable of giving rise to diseases.,sāmadoṣaḥ,सामदोषः,
ITA-4.8.24,Dosha not associated with ama,When ,"ama associated with dosha undergoes depletion, the resultant dosha is termed devoid of ama state. It is still in a vitiated state and has not returned to normal state.",nirāmadoṣaḥ,निरामदोषः,
ITA-4.8.25,Inherent capacity of the body to resist diseases,"The inherent resisting power of the body, which strives to arrest the occurrence, progress and re-occurrence of diseases.",vyādhikṣamatvam,व्याधिक्षमत्वम्,,
ITA-4.8.26,Inherent capacity of the body to resist diseases,"A natural, nonspecific type of immunity which defends the body whenever any disease occurs for the first time.",vyādhibalavirodhitatvam,व्याधिबलविरोधितत्वम्,,
ITA-4.8.27,Inherent capacity of the body to resist diseases,The defence mechanism of the body which intervenes to resist the occurrence or re-occurrence of diseases.,vyādhyudpādapratibandhakatvam,व्याध्युद्पादप्रतिबन्धकत्वम्,,
ITA-4.8.28,Terminal disease,"A terminal disease or condition with no further treatment options, other than palliative care.","anupakrama, pratyākhyeyaroga","अनुपक्रम, प्रत्याख्येयरोग",,
ITA-4.8.29,Comorbidity,The presence or co-existence of more than one disease or condition at a given time.,vyādhisaṅkaraḥ,व्याधिसङ्कर,,
ITA-4.8.30,Pro-causative factor and disease,,hetuvyādhi viparītārthakārī,हेतुव्याधिविपरीतार्थकारी,,
ITA-4.8.31,Mind as seat of disease,A disease or condition in which the mind is first affected followed by the body.,manodhiśṭānaṃ,मनोधिष्ठानम्,,
